interaction_id,user_id,product_id,interaction_type,timestamp,time_of_day,device,location_con,age,gender,location_user,category,price,brand,rating,review_text
120,888,313,2,2024-01-06 00:00:00,2,0,2,0.3695652173913043,1,1,6,0.2759987061297105,0,0.3913043478260869,
121,401,173,0,2024-01-06 01:00:00,2,2,1,0.8913043478260869,2,2,3,0.7151059356299531,0,0.3913043478260869,
122,604,28,2,2024-01-06 02:00:00,1,1,4,0.26086956521739135,1,2,2,0.3002587740579007,0,0.3913043478260869,
123,670,418,2,2024-01-06 03:00:00,0,1,3,0.6521739130434783,0,4,5,0.9024543102054019,1,0.3913043478260869,
124,587,495,0,2024-01-06 04:00:00,1,1,1,0.6521739130434783,2,1,4,0.7625950185993854,0,0.3913043478260869,
125,513,142,0,2024-01-06 05:00:00,2,0,2,0.02173913043478265,2,2,4,0.21898754649846355,0,0.3913043478260869,
126,823,315,2,2024-01-06 06:00:00,1,1,4,0.15217391304347827,2,3,6,0.5272117095261201,3,0.3913043478260869,
127,118,350,0,2024-01-06 07:00:00,0,0,2,0.4782608695652174,1,0,2,0.527171276079573,4,0.3913043478260869,
128,809,41,0,2024-01-06 08:00:00,0,1,3,0.08695652173913049,2,4,6,0.45835355005660683,0,0.3913043478260869,
129,685,488,0,2024-01-06 09:00:00,1,1,3,0.15217391304347827,1,2,4,0.25254730713245993,1,0.3913043478260869,
130,683,298,2,2024-01-06 10:00:00,2,1,1,0.5,2,3,0,0.6716804140384927,0,0.3913043478260869,
131,897,207,2,2024-01-06 11:00:00,3,1,3,0.34782608695652173,0,3,4,0.2687206857512534,1,0.3913043478260869,
132,215,329,1,2024-01-06 12:00:00,2,1,4,0.5434782608695652,0,1,4,0.2299652272359696,2,0.3913043478260869,
133,54,432,0,2024-01-06 13:00:00,3,1,1,1.0,2,4,4,0.42736131327834387,1,0.3913043478260869,
134,362,191,2,2024-01-06 14:00:00,2,0,0,0.02173913043478265,0,1,1,0.9365599223677827,4,0.3913043478260869,
135,694,159,2,2024-01-06 15:00:00,1,0,4,0.7608695652173914,0,1,1,0.5632581271227559,3,0.3913043478260869,
136,500,63,2,2024-01-06 16:00:00,3,0,3,0.23913043478260876,2,4,1,0.7258005822416304,2,0.3913043478260869,
137,739,242,2,2024-01-06 17:00:00,2,1,2,0.08695652173913049,1,0,5,0.04259663593724729,0,0.3913043478260869,
138,762,257,2,2024-01-06 18:00:00,1,2,3,0.6521739130434783,2,4,3,0.9062752709040919,2,0.3913043478260869,
139,920,151,2,2024-01-06 19:00:00,2,0,3,0.8478260869565217,2,2,6,0.8215874171114346,2,0.3913043478260869,
140,451,214,0,2024-01-06 20:00:00,0,1,3,0.32608695652173914,0,0,4,0.8660035581432961,1,0.3913043478260869,
141,102,321,2,2024-01-06 21:00:00,0,1,0,0.34782608695652173,2,2,5,0.3371340773087498,2,0.3913043478260869,
142,75,165,0,2024-01-06 22:00:00,2,1,1,0.15217391304347827,2,4,0,0.8821971534853631,3,0.3913043478260869,
143,228,30,2,2024-01-06 23:00:00,1,2,1,0.21739130434782616,0,2,1,0.7926572861070678,1,0.3913043478260869,
144,909,370,2,2024-01-07 00:00:00,2,1,4,0.043478260869565244,1,0,5,0.3950549894873039,1,0.3913043478260869,
145,255,231,2,2024-01-07 01:00:00,1,1,1,0.6521739130434783,2,4,2,0.035520782791525145,0,0.3913043478260869,
146,261,281,2,2024-01-07 02:00:00,3,1,3,0.5434782608695652,0,2,0,0.5680697072618469,1,0.3913043478260869,
147,327,28,0,2024-01-07 03:00:00,0,0,3,0.06521739130434784,0,2,2,0.3002587740579007,0,0.3913043478260869,
148,988,194,0,2024-01-07 04:00:00,3,1,0,0.6956521739130435,0,3,0,0.04186883389940158,1,0.3913043478260869,
149,180,333,2,2024-01-07 05:00:00,1,1,0,0.26086956521739135,1,4,4,0.7612000646935145,4,0.3913043478260869,
150,888,255,2,2024-01-07 06:00:00,2,1,0,0.3695652173913043,1,1,4,0.7362930616205726,1,0.3913043478260869,
151,763,280,2,2024-01-07 07:00:00,0,1,4,0.15217391304347827,1,0,6,0.570617014394307,4,0.3913043478260869,
152,546,303,0,2024-01-07 08:00:00,1,1,2,0.673913043478261,0,3,4,0.6509784894064371,3,0.3913043478260869,
153,683,320,0,2024-01-07 09:00:00,1,1,0,0.5,2,3,4,0.9476386867216561,3,0.3913043478260869,
154,25,436,2,2024-01-07 10:00:00,0,0,4,0.4565217391304348,1,1,4,0.4299692705806243,0,0.3913043478260869,
155,273,322,0,2024-01-07 11:00:00,2,0,3,0.043478260869565244,1,2,3,0.7250727802037846,2,0.3913043478260869,
156,647,345,0,2024-01-07 12:00:00,0,0,2,0.5217391304347826,0,4,1,0.48123888080219956,0,0.3913043478260869,
157,295,401,2,2024-01-07 13:00:00,2,1,3,0.7608695652173914,2,0,2,0.9903566229985444,2,0.3913043478260869,
158,952,392,2,2024-01-07 14:00:00,2,0,3,0.02173913043478265,0,3,1,0.5146166909267346,0,0.3913043478260869,
159,794,293,1,2024-01-07 15:00:00,1,1,1,0.6956521739130435,0,1,4,0.710213488597768,3,0.3913043478260869,
160,89,86,0,2024-01-07 16:00:00,2,1,3,0.6086956521739131,1,3,6,0.8722303089115316,4,0.3913043478260869,
161,476,148,2,2024-01-07 17:00:00,2,2,1,0.7173913043478262,2,1,5,0.7198770823224973,1,0.3913043478260869,
162,569,248,2,2024-01-07 18:00:00,0,0,1,0.28260869565217395,1,0,0,0.688096393336568,4,0.3913043478260869,
163,454,320,2,2024-01-07 19:00:00,0,1,1,0.6086956521739131,1,3,4,0.9476386867216561,3,0.3913043478260869,
164,447,404,2,2024-01-07 20:00:00,2,0,3,0.6086956521739131,2,2,4,0.5126556687692059,1,0.3913043478260869,
165,361,282,0,2024-01-07 21:00:00,1,2,3,0.4782608695652174,1,1,1,0.6630478732007117,4,0.3913043478260869,
166,854,361,2,2024-01-07 22:00:00,0,0,4,0.17391304347826086,0,2,0,0.9196183082645966,4,0.3913043478260869,
167,670,378,0,2024-01-07 23:00:00,3,0,2,0.6521739130434783,0,4,2,0.45813116610059845,3,0.3913043478260869,
168,347,197,0,2024-01-08 00:00:00,1,0,2,0.4782608695652174,1,0,1,0.8444120976872068,3,0.3913043478260869,
169,650,43,2,2024-01-08 01:00:00,0,1,2,0.10869565217391308,2,0,4,0.7459566553453016,4,0.3913043478260869,
170,396,355,2,2024-01-08 02:00:00,0,1,3,0.4782608695652174,1,0,6,0.4981602781821123,0,0.3913043478260869,
171,250,27,2,2024-01-08 03:00:00,3,0,1,0.0,2,4,0,0.7346757237586932,4,0.3913043478260869,
172,776,428,0,2024-01-08 04:00:00,2,1,1,0.4782608695652174,1,4,0,0.22460779556849428,2,0.3913043478260869,
173,876,16,2,2024-01-08 05:00:00,0,1,4,0.02173913043478265,0,2,5,0.6774421801714379,0,0.3913043478260869,
174,798,126,0,2024-01-08 06:00:00,3,1,1,0.8913043478260869,1,3,5,0.8422489082969432,0,0.3913043478260869,
175,455,378,0,2024-01-08 07:00:00,3,1,2,0.28260869565217395,2,0,2,0.45813116610059845,3,0.3913043478260869,
176,694,167,2,2024-01-08 08:00:00,0,2,4,0.7608695652173914,0,1,0,0.7217976710334789,1,0.3913043478260869,
177,912,243,1,2024-01-08 09:00:00,1,0,0,0.3695652173913043,2,0,1,0.6669092673459486,0,0.3913043478260869,
178,495,386,1,2024-01-08 10:00:00,0,1,4,0.7391304347826086,2,2,6,0.3768195050946143,2,0.3913043478260869,
179,945,75,2,2024-01-08 11:00:00,3,2,1,0.6521739130434783,0,0,1,0.298216885007278,3,0.3913043478260869,
180,966,230,2,2024-01-08 12:00:00,0,2,1,0.9565217391304348,0,3,5,0.7541242115477924,3,0.3913043478260869,
181,921,203,1,2024-01-08 13:00:00,1,1,0,0.9347826086956521,2,1,4,0.27820232896652114,0,0.3913043478260869,
182,504,449,1,2024-01-08 14:00:00,2,2,2,0.8478260869565217,0,0,0,0.6360585476306,0,0.3913043478260869,
183,300,247,2,2024-01-08 15:00:00,2,1,4,0.4347826086956522,1,2,0,0.0994864952288533,2,0.3913043478260869,
184,497,301,2,2024-01-08 16:00:00,0,1,4,0.6956521739130435,2,4,2,0.2388808021995795,4,0.3913043478260869,
185,798,213,2,2024-01-08 17:00:00,0,1,2,0.8913043478260869,1,3,5,0.384946627850558,1,0.3913043478260869,
186,594,214,1,2024-01-08 18:00:00,3,0,2,0.3695652173913043,1,4,4,0.8660035581432961,1,0.3913043478260869,
187,164,157,2,2024-01-08 19:00:00,1,1,1,0.8913043478260869,0,3,4,0.3029678149765486,2,0.3913043478260869,
188,411,68,2,2024-01-08 20:00:00,3,0,1,0.8260869565217392,0,3,1,0.5913998059194566,4,0.3913043478260869,
189,458,392,0,2024-01-08 21:00:00,3,0,1,1.0,2,4,1,0.5146166909267346,0,0.3913043478260869,
190,915,84,2,2024-01-08 22:00:00,2,1,1,1.0,0,0,1,0.9294840692220605,2,0.3913043478260869,
191,112,266,0,2024-01-08 23:00:00,3,1,3,0.13043478260869568,2,2,5,0.21951318130357433,1,0.3913043478260869,
192,429,68,2,2024-01-09 00:00:00,3,1,4,0.7826086956521738,1,1,1,0.5913998059194566,4,0.3913043478260869,
193,987,98,0,2024-01-09 01:00:00,2,1,4,0.043478260869565244,2,1,1,0.08943878376192788,2,0.3913043478260869,
194,352,346,2,2024-01-09 02:00:00,2,0,0,0.8913043478260869,0,1,1,0.8978853307455928,4,0.3913043478260869,
195,923,496,0,2024-01-09 03:00:00,1,1,0,0.8913043478260869,2,3,3,0.5424146854277858,3,0.3913043478260869,
196,690,449,0,2024-01-09 04:00:00,1,1,3,0.5869565217391305,1,0,0,0.6360585476306,0,0.3913043478260869,
197,205,215,2,2024-01-09 05:00:00,1,1,4,0.02173913043478265,0,4,2,0.47586123241145073,2,0.3913043478260869,
198,763,414,2,2024-01-09 06:00:00,0,0,3,0.15217391304347827,1,0,1,0.38615963124696745,4,0.3913043478260869,
199,233,160,2,2024-01-09 07:00:00,2,0,0,0.32608695652173914,0,2,5,0.11960213488597767,2,0.3913043478260869,
200,438,422,2,2024-01-09 08:00:00,0,2,0,0.673913043478261,0,1,6,0.8399846352903121,0,0.3913043478260869,
201,351,93,0,2024-01-09 09:00:00,0,0,2,0.5217391304347826,2,4,2,0.528525796538897,3,0.3913043478260869,
202,511,173,0,2024-01-09 10:00:00,1,1,0,0.6521739130434783,2,2,3,0.7151059356299531,0,0.3913043478260869,
203,206,164,2,2024-01-09 11:00:00,2,1,2,0.5869565217391305,0,4,0,0.15829694323144106,2,0.3913043478260869,
204,704,114,0,2024-01-09 12:00:00,0,0,1,0.9782608695652173,0,2,6,0.6874696749150897,2,0.3913043478260869,
205,848,219,0,2024-01-09 13:00:00,3,2,2,0.9782608695652173,1,4,3,0.0024462235160925116,2,0.3913043478260869,
206,123,443,0,2024-01-09 14:00:00,3,1,1,0.8478260869565217,0,0,1,0.5444565744784085,2,0.3913043478260869,
207,136,30,2,2024-01-09 15:00:00,2,1,4,0.28260869565217395,2,3,1,0.7926572861070678,1,0.3913043478260869,
208,335,10,2,2024-01-09 16:00:00,0,1,2,0.10869565217391308,0,2,6,0.8387109817240821,3,0.3913043478260869,
209,533,342,2,2024-01-09 17:00:00,1,0,3,0.7608695652173914,2,1,3,0.45849506711952126,1,0.3913043478260869,
210,66,376,2,2024-01-09 18:00:00,0,1,1,0.3695652173913043,2,2,0,0.30978085071971534,1,0.3913043478260869,
211,569,129,2,2024-01-09 19:00:00,3,1,4,0.28260869565217395,1,0,4,0.144852822254569,4,0.3913043478260869,
212,537,487,2,2024-01-09 20:00:00,3,0,4,0.5,0,2,2,0.8181707908782145,2,0.3913043478260869,
213,379,104,2,2024-01-09 21:00:00,1,1,1,0.26086956521739135,0,1,3,0.005215914604560895,4,0.3913043478260869,
214,18,26,0,2024-01-09 22:00:00,2,1,4,0.5,0,4,4,0.7825084910237748,1,0.3913043478260869,
215,678,226,2,2024-01-09 23:00:00,0,1,2,0.673913043478261,1,1,2,0.8699458191816271,0,0.3913043478260869,
216,446,1,2,2024-01-10 00:00:00,3,1,2,0.4565217391304348,2,0,2,0.15124130680899242,1,0.3913043478260869,
217,72,358,2,2024-01-10 01:00:00,0,1,4,0.28260869565217395,2,3,4,0.522480996280123,0,0.3913043478260869,
218,569,100,2,2024-01-10 02:00:00,1,1,3,0.28260869565217395,1,0,1,0.04374898916383632,2,0.3913043478260869,
219,934,20,2,2024-01-10 03:00:00,1,1,3,0.4347826086956522,2,0,1,0.1649078117418729,3,0.3913043478260869,
220,660,57,2,2024-01-10 04:00:00,2,0,1,0.7826086956521738,0,4,5,0.5223799126637555,0,0.3913043478260869,
221,273,388,2,2024-01-10 05:00:00,1,0,3,0.043478260869565244,1,2,5,0.8048884036875303,2,0.3913043478260869,
